"ID de la Hoja de Acceso - prefix","ID de la Hoja de Acceso - number","ID de la Hoja de Acceso","Emplazamiento - prefix","Emplazamiento - number",Emplazamiento,Estado,Autor,"Ultimo cambio","Fecha de CreaciÃ³n","Â¿AutorizaciÃ³n CAE?","VÃ­a de acceso","VehÃ­culo Recomendado","Compuerta de vehÃ­culos (Ancho x Altura)","Escalera (Largo x Ancho)","Escaleras (Largo x Ancho x Altura)","Ascensor (Largo x Ancho x Altura)","Ventana Horario Acceso","Plazo NotificaciÃ³n","Presencia Propietario","Tipo de AutorizaciÃ³n","Condiciones Especiales","Tipo llave","InformaciÃ³n adicional"
AS,13376,AS-13376,LO,5577,LO-005577,Activo,"Delgado Alejandro","2024-01-16 12:00:50",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,"Llave Abloy",
AS,13932,AS-13932,LO,6133,LO-006133,Activo,"Delgado Alejandro","2024-01-16 12:03:14",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido","ACCESO LIBRE, LA ENERGIA NOS LA ENTREGA TELEFONICA MEDIANTE UN DISYUNTOR SOLICITAR LLAVES POR E_MAIL A TELEFONICA O LLAMAR A MANTENIMIENTO DE TELEFONICA AL 975238874--","Llave Abloy","ACCESO LIBRE, LA ENERGIA NOS LA ENTREGA TELEFONICA MEDIANTE UN DISYUNTOR SOLICITAR LLAVES POR E_MAIL A TELEFONICA O LLAMAR A MANTENIMIENTO DE TELEFONICA AL 975238874--"
AS,10730,AS-10730,LO,2923,LO-002923,Activo,"Delgado Alejandro","2024-01-16 11:49:19",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,"COMPARTICION CON VDF, COD.: T-548 / 8821HX Y CON TME"
AS,9679,AS-09679,LO,1869,LO-001869,Activo,"Delgado Alejandro","2024-01-16 11:44:16",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,9882,AS-09882,LO,2073,LO-002073,Activo,"Delgado Alejandro","2024-01-16 11:45:13",2023-05-25,No,,Indiferente,Indiferente,,,,"Acceso 24x7x365",,,"No Restringido","MINIMIZAR ACCESO NOCTURNO Y COMUNICAR PREVIAMENTE O CONFIRMAR AL DIA SIGUIENTE: 981292666 comercial.marinasasesores@gmail.comMAXIMO CUIDADO CON RUIDOSY DESPERFECTOS","Llave Abloy",
AS,11255,AS-11255,LO,3448,LO-003448,Activo,"Delgado Alejandro","2024-01-16 11:51:40",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido","El candado tiene el Cdg 0420 o en su defecto el 0110--NSN junio 2010","Llave Abloy",
AS,15267,AS-15267,LO,7471,LO-007471,Activo,"Delgado Alejandro","2024-01-16 12:09:28",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,Restringido,"HORARIOS PARA MANTENIMIENTO : DE 08:00 A 20:00las actuaciones deben causar las menores molestias a los vecinos de la Ãºltima planta sobre todo.OJO CON LOS RUIDOS Y SUCIEDAD,",Locken,
AS,10058,AS-10058,LO,2249,LO-002249,Activo,"Delgado Alejandro","2024-01-10 20:55:52",2023-05-25,No,,Indiferente,Indiferente,,,,"Acceso 24x7x365",,,"No Restringido",,"Llave Abloy",
AS,11820,AS-11820,LO,4013,LO-004013,Activo,"Delgado Alejandro","2024-01-16 11:54:18",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,"COPIA LLAVES: 1 candado."
AS,14039,AS-14039,LO,6240,LO-006240,Activo,"Delgado Alejandro","2024-01-16 12:03:46",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,8370,AS-08370,LO,557,LO-000557,Activo,"Delgado Alejandro","2024-01-16 11:38:30",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,8198,AS-08198,LO,385,LO-000385,Activo,"Delgado Alejandro","2024-01-16 11:37:41",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido","administracion: 924 235 623 administracion@communitasghv.es (Jairo Hidalgo, jairo@communitasghv.es)--C/ Francisco Pizarro, nÂº 8, entreplanta derecha, Badajoz--NSN actualizado 24.4.12",Locken,
AS,14323,AS-14323,LO,6525,LO-006525,Activo,"Delgado Alejandro","2024-01-16 12:05:05",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,14582,AS-14582,LO,6784,LO-006784,Activo,"Delgado Alejandro","2024-01-10 21:07:22",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,Restringido,,Locken,
AS,9562,AS-09562,LO,1751,LO-001751,Activo,"Delgado Alejandro","2024-01-16 11:43:43",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,"Llave Abloy",
AS,12993,AS-12993,LO,5194,LO-005194,Activo,"Delgado Alejandro","2024-01-16 11:59:07",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,"Desde el Hospital nos comunican que es necesario indicar a que zona o zonas en concreto va a ser necesario acceder, asÃ­ como el dÃ­a o dÃ­as concretos. TambiÃ©n nos indican si es posible acceder, bien en"
AS,14211,AS-14211,LO,6413,LO-006413,Activo,"Delgado Alejandro","2024-01-16 12:04:36",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,Restringido,,"Llave Abloy","PEDIR ACCESO SOLICITANDO PRÃSTAMO DE LLAVE ABLOY OSP Z3 A SEGURIDAD VARA DE QUART. HW 03/18"
AS,9880,AS-09880,LO,2071,LO-002071,Activo,"Delgado Alejandro","2024-01-16 11:45:13",2023-05-25,No,,,,,,,"LU - VI de 08 a 14, LU - VI de 14 a 20",,,Restringido,,"Llave Abloy",
AS,9248,AS-09248,LO,1437,LO-001437,Activo,"Delgado Alejandro","2024-01-16 11:42:18",2023-05-25,No,,,,,,,,,,TelÃ©fono,,,
AS,8750,AS-08750,LO,938,LO-000938,Activo,"Delgado Alejandro","2024-01-16 11:40:12",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,Restringido,"MANTENIMIENTO : AVISAR CON 48h DE ANTELACION fincasclariso@yahoo.esURGENCIA LLAMA AL ADMINISTRADOR ANTONIO 606 796 266 ",,
AS,14200,AS-14200,LO,6402,LO-006402,Activo,"Delgado Alejandro","2024-01-16 12:04:33",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,15081,AS-15081,LO,7284,LO-007284,Activo,"Delgado Alejandro","2024-01-16 12:08:38",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,9428,AS-09428,LO,1617,LO-001617,Activo,"Delgado Alejandro","2024-01-16 11:43:02",2023-05-25,Si,,,,,,,"Acceso 24x7x365",,,Restringido,"SOLO PERMITEN TRABAJOS EN HORARIO COMERCIAL 9:30 a 22:00",,
AS,8821,AS-08821,LO,1009,LO-001009,Activo,"Delgado Alejandro","2024-01-16 11:40:30",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,12499,AS-12499,LO,4698,LO-004698,Activo,"Delgado Alejandro","2024-01-16 11:57:10",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,12623,AS-12623,LO,4823,LO-004823,Activo,"Delgado Alejandro","2024-01-16 11:57:38",2023-05-25,Si,,,,,,,,,,Restringido,,,
AS,14362,AS-14362,LO,6564,LO-006564,Activo,"Delgado Alejandro","2024-01-16 12:05:15",2023-05-25,Si,,,,,,,"Acceso 24x7x365",,,Restringido,"Los accesos en casos de URGENCIAS los fines de semana y festivos, debemos presentarnos en la recepciÃ³n y comunicar la urgencia, se nos facilitara el acceso. Tower STG 14/06/2016.",,"No es necesario llave. Equipo outdoor ( llave 103)."
AS,13994,AS-13994,LO,6195,LO-006195,Activo,"Delgado Alejandro","2024-01-16 12:03:33",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido","PROPIEDAD MUY CONFLICTIVA ES IMPORTANTE EVITAR LOS ACCESOS NOCTURNOS.",Locken,
AS,14381,AS-14381,LO,6583,LO-006583,Activo,"Delgado Alejandro","2024-01-16 12:05:21",2023-05-25,Si,,,,,,,"Acceso 24x7x365",,,Otros,"enviar fax 922 74 70 03, relaciÃ³n tecnicos, DNI y TC2.--ACT NSN 23/02/2012. La llave acceso a la sala de equipos de Orange la tiene mantenimiento",,"NECESARIO TRAMITAR LOS ACCESOS CON EL DNO Y SOLICITAR LLAVE DE LA SALA DE EQUIPOS EN RECEPCIÃN DEL HOTEL FAÃABÃ"
AS,8856,AS-08856,LO,1044,LO-001044,Activo,"Delgado Alejandro","2024-01-16 11:40:40",2023-05-25,No,,,,,,,"LU - VI de 08 a 14, LU - VI de 14 a 20, SA de 08 a 14",,,Restringido,,,"LA PROPIEDAD ENTREGA DOS TARJETAS PARA PODER ACCEDER DESDE EL EXTERIOR FUERA DE HORARIO HABITUAL(LABORALES DE 8 A 20 Y SABADOS DE 9 A 13H9.PROTOCOLO DE ACCESO."
AS,11435,AS-11435,LO,3628,LO-003628,Activo,"Delgado Alejandro","2024-01-16 11:52:31",2023-05-25,No,,Indiferente,Indiferente,,,,"Acceso 24x7x365",,,"No Restringido",,"Llave Abloy",
AS,12795,AS-12795,LO,4996,LO-004996,Activo,"Delgado Alejandro","2024-01-10 21:02:57",2023-05-25,Si,,,,,,,"Acceso 24x7x365",,,Restringido,"Acceso a travÃ©s de DNO de L a V de 7 a 19hs. Fuera de horario consultar.",,
AS,10813,AS-10813,LO,3006,LO-003006,Activo,"Delgado Alejandro","2024-01-16 11:49:39",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,Restringido,,,
AS,14140,AS-14140,LO,6342,LO-006342,Activo,"Delgado Alejandro","2024-01-16 12:04:19",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,E-Mail,"acceso a adolfo.frias@securitas.es (608483632) E///A.5 30/7/14. Nos tienen que dejar la llave y el mando para desactivar la alarma",,"acceso a adolfo.frias@securitas.es (608483632) E///A.5 30/7/14. Nos tienen que dejar la llave y el mando para desactivar la alarma"
AS,13274,AS-13274,LO,5475,LO-005475,Activo,"Delgado Alejandro","2024-01-16 12:00:25",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,11520,AS-11520,LO,3713,LO-003713,Activo,"Delgado Alejandro","2024-01-16 11:52:54",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,8648,AS-08648,LO,836,LO-000836,Activo,"Delgado Alejandro","2024-01-16 11:39:47",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,Restringido,"DespuÃ©s llamara a ConserjerÃ­a  605 585779. horario L-V 8-13 / 16-19hFuera de ese horario empresa de custodia: Joaquin 647743006 (tiene coste 50â¬)",,
AS,13694,AS-13694,LO,5895,LO-005895,Activo,"Delgado Alejandro","2024-01-16 12:02:12",2023-05-25,No,,,,,,,,,,Restringido,"FEBRERO 09: ES UNA VIVIENDA PRIVADA LLAMAR ANTES DE IR PARA VER SI ESTÃN O PARA CONCERTAR VISITA. OTRO CONTACTO HIJO NATAEL SOSA 685 355 703 NO MADRUGADAS.",,
AS,9201,AS-09201,LO,1390,LO-001390,Activo,"Delgado Alejandro","2024-01-16 11:42:11",2023-05-25,Si,,,,,,,"Acceso 24x7x365",,,E-Mail,"-SABA APARCAMIENTOS, S.A.-enviar , vÃ­a email o vÃ­a fax, la solicitud de acceso A fernando.fernandez@saba.es. NSN actualizado. 3/03/2010--",,
AS,12200,AS-12200,LO,4393,LO-004393,Activo,"Delgado Alejandro","2024-01-16 11:55:58",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,Restringido,"El acceso es 24 horas pero hay que INFORMAR a la propiedad. Tel 659423702",Locken,
AS,9007,AS-09007,LO,1196,LO-001196,Activo,"Delgado Alejandro","2024-01-16 11:41:20",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,8736,AS-08736,LO,924,LO-000924,Activo,"Delgado Alejandro","2024-01-16 11:40:09",2023-05-25,No,,,,,,,,,,"No Restringido",,,
AS,10947,AS-10947,LO,3140,LO-003140,Activo,"Delgado Alejandro","2024-01-16 11:50:15",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido","Conagua S. L. 971759074 --Roman Morell o Andres Morell--NSN actualizado 3.10.11",,
AS,10582,AS-10582,LO,2775,LO-002775,Activo,"Delgado Alejandro","2024-01-16 11:48:37",2023-05-25,No,,4x4,4x4,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,14329,AS-14329,LO,6531,LO-006531,Activo,"Delgado Alejandro","2024-01-16 12:05:06",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,"Llaves en cilindro Locken"
AS,8315,AS-08315,LO,502,LO-000502,Activo,"Delgado Alejandro","2024-01-16 11:38:14",2023-05-25,No,,,,,,,"LU - VI de 08 a 14, LU - VI de 14 a 20, SA de 08 a 14, SA de 14 a 20, DO de 08 a 14, DO de 14 a 20",,,Restringido,"KEY BOX CON LLAVES INSTALADO.TRABAJOS DE 10:00 A 19:00 ENVIAR  FAX PARA ACCEDER .(944008110))INIDCANDO TRABAJADORES Y MOTIVO DE VISITA. FACILHotel (Alfredo) llamÃ¡ndole por telÃ©fono (637570006",,
AS,8127,AS-08127,LO,314,LO-000314,Activo,"Delgado Alejandro","2024-01-10 20:51:09",2023-05-25,No,,,,,,,,,,"No Restringido",,,
AS,13977,AS-13977,LO,6178,LO-006178,Activo,"Delgado Alejandro","2024-01-16 12:03:27",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,13120,AS-13120,LO,5321,LO-005321,Activo,"Delgado Alejandro","2024-01-16 11:59:44",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,10666,AS-10666,LO,2859,LO-002859,Activo,"Delgado Alejandro","2024-01-16 11:49:00",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,Restringido,"Valla exterior se cierra automÃ¡ticamente de 21:00 a 09:00 para evitar vandalismo. La llave estÃ¡ en la oficina de Zaragoza--",Locken,
AS,13685,AS-13685,LO,5886,LO-005886,Activo,"Delgado Alejandro","2024-01-16 12:02:10",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,Restringido,"IMPRESCINDIBLE INFORMAR VIA MAIL, NO ES PRECISO ESPERAR CONFIRMACIÃN DE ACCESO.",Locken,
AS,8981,AS-08981,LO,1170,LO-001170,Activo,"Delgado Alejandro","2024-01-16 11:41:13",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,8363,AS-08363,LO,550,LO-000550,Activo,"Delgado Alejandro","2024-01-16 11:38:28",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido","LOCKEN ORANGE",Locken,"Locken Orange.Bombin en la pared.--NSN ACTUALIZADO 1.04.2011"
AS,7948,AS-07948,LO,135,LO-000135,Activo,"Delgado Alejandro","2024-01-16 11:36:32",2023-05-25,No,,,Indiferente,,,,,,,"No Restringido",,,
AS,8668,AS-08668,LO,856,LO-000856,Activo,"Delgado Alejandro","2024-01-16 11:39:52",2023-05-25,No,,,,,,,,,,"No Restringido",,,
AS,9725,AS-09725,LO,1915,LO-001915,Activo,"Delgado Alejandro","2024-01-10 20:55:03",2023-05-25,No,,,,,,,"LU - VI de 08 a 14, LU - VI de 14 a 20",,,E-Mail,"mail: serviciosgenerales@ccsalera.com/gerente@ccsalera.com o fax: 96 4341854. L-V 9a14 y 16a19, fuera de este horario llamar a seguridad 964 202 838 y seguir sus instrucciones--NSN actualizado 3.3.10",Locken,
AS,10224,AS-10224,LO,2416,LO-002416,Activo,"Delgado Alejandro","2024-01-16 11:46:50",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,"Llave Abloy",
AS,11271,AS-11271,LO,3464,LO-003464,Activo,"Delgado Alejandro","2024-01-16 11:51:45",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,"Llave Abloy",
AS,14365,AS-14365,LO,6567,LO-006567,Activo,"Delgado Alejandro","2024-01-16 12:05:16",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,Restringido,"Se puede acceder sin problemas en horario laboral NSN GNOC 30-04-13",Locken,"Locken en puerta sala de equipos ORG en azotea"
AS,15602,AS-15602,LO,7807,LO-007807,Activo,"Delgado Alejandro","2024-01-16 12:11:01",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,14716,AS-14716,LO,6918,LO-006918,Activo,"Delgado Alejandro","2024-01-16 12:06:55",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,10052,AS-10052,LO,2243,LO-002243,Activo,"Delgado Alejandro","2024-01-16 11:46:02",2023-05-25,No,,Indiferente,Indiferente,,,,"Acceso 24x7x365",,,"No Restringido",,"Llave Abloy",
AS,8773,AS-08773,LO,961,LO-000961,Activo,"Delgado Alejandro","2024-01-16 11:40:17",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido","PRESIDENTA: Sra. Consuelo ( 2Âº 1Âª) tef: 667.437.594--ATICO: Sra. Pilar, tef: 93.379.43.11",Locken,
AS,14470,AS-14470,LO,6672,LO-006672,Activo,"Delgado Alejandro","2024-01-10 21:07:06",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,9418,AS-09418,LO,1607,LO-001607,Activo,"Delgado Alejandro","2024-01-16 11:43:00",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,11858,AS-11858,LO,4051,LO-004051,Activo,"Delgado Alejandro","2024-01-16 11:54:28",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,12375,AS-12375,LO,4569,LO-004569,Activo,"Delgado Alejandro","2024-01-10 21:01:54",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido","G.E. Sophye Tfno antenciÃ³n incidencias (24x7): 659 121 802. Emplazamiento monitorizado externamente.",,
AS,14345,AS-14345,LO,6547,LO-006547,Activo,"Delgado Alejandro","2024-01-16 12:05:11",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,7854,AS-07854,LO,40,LO-000040,Activo,"Delgado Alejandro","2024-01-16 11:36:02",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido","OTRO CONTACTO: INOCENCIO MAESTRO CASTILLO",Locken,
AS,9384,AS-09384,LO,1573,LO-001573,Activo,"Delgado Alejandro","2024-01-16 11:42:52",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,"Llave Abloy",
AS,11206,AS-11206,LO,3399,LO-003399,Activo,"Delgado Alejandro","2024-01-16 11:51:26",2023-05-25,No,,,,,,,,,,"No Restringido",,,
AS,9121,AS-09121,LO,1310,LO-001310,Activo,"Delgado Alejandro","2024-01-16 11:41:50",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,11132,AS-11132,LO,3325,LO-003325,Activo,"Delgado Alejandro","2024-01-16 11:51:04",2023-05-25,No,,,,,,,,,,"No Restringido",,,
AS,14752,AS-14752,LO,6954,LO-006954,Activo,"Delgado Alejandro","2024-01-16 12:07:05",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,9108,AS-09108,LO,1297,LO-001297,Activo,"Delgado Alejandro","2024-01-16 11:41:47",2023-05-25,Si,,,,,,,,,,Restringido,"Acceso L-V 10:00h a 14:00h y de 15:00h a 19:00h. SÃ¡bados y Domingos de 10:00h a 14:30h (06-03-15).----",,
AS,9063,AS-09063,LO,1252,LO-001252,Activo,"Delgado Alejandro","2024-01-16 11:41:36",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,8935,AS-08935,LO,1123,LO-001123,Activo,"Delgado Alejandro","2024-01-16 11:41:01",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,13672,AS-13672,LO,5873,LO-005873,Activo,"Delgado Alejandro","2024-01-16 12:02:06",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,12319,AS-12319,LO,4512,LO-004512,Activo,"Delgado Alejandro","2024-01-16 11:56:27",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,12734,AS-12734,LO,4935,LO-004935,Activo,"Delgado Alejandro","2024-01-10 21:02:49",2023-05-25,Si,,Indiferente,Indiferente,,,,"Acceso 24x7x365",,,Restringido,"Enviar correo a dpto-explotacion@eme-30.es, Telf:914674613, para urgencias llamar al jefe ce turno (24*7) al 618755229 y nos asigna acompaÃ±amiento",,"La sala es compartida por los 3 operadores y por otros equipos de la propiedad."
AS,15298,AS-15298,LO,7502,LO-007502,Activo,"Delgado Alejandro","2024-01-16 12:09:36",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,13906,AS-13906,LO,6107,LO-006107,Activo,"Delgado Alejandro","2024-01-16 12:03:06",2023-05-25,No,,Indiferente,Indiferente,,,,"Acceso 24x7x365",,,"No Restringido",,"Llave Abloy",
AS,10726,AS-10726,LO,2919,LO-002919,Activo,"Delgado Alejandro","2024-01-16 11:49:17",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,"COMPARTICION CON VDF, COD.: 7421HX Y CON ONO"
AS,13533,AS-13533,LO,5734,LO-005734,Activo,"Delgado Alejandro","2024-01-16 12:01:32",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,11371,AS-11371,LO,3564,LO-003564,Activo,"Delgado Alejandro","2024-01-10 20:59:05",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,10736,AS-10736,LO,2929,LO-002929,Activo,"Delgado Alejandro","2024-01-16 11:49:20",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido","encargado de la finca--Jose 649 067 237 L-V de 9 a 15h--NSN actualizado 10.4.12","Llave Abloy","SOLICITUD COMPARTICION DE VDF, COD.: 103588 Y COMPARTICION CON TME, COD: 2100380"
AS,7979,AS-07979,LO,166,LO-000166,Activo,"Delgado Alejandro","2024-01-16 11:36:42",2023-05-25,No,,,,,,,,,,"No Restringido",,,
AS,13666,AS-13666,LO,5867,LO-005867,Activo,"Delgado Alejandro","2024-01-16 12:02:04",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,14222,AS-14222,LO,6424,LO-006424,Activo,"Delgado Alejandro","2024-01-10 21:06:30",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,12255,AS-12255,LO,4448,LO-004448,Activo,"Delgado Alejandro","2024-01-16 11:56:12",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,8673,AS-08673,LO,861,LO-000861,Activo,"Delgado Alejandro","2024-01-16 11:39:52",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,12917,AS-12917,LO,5118,LO-005118,Activo,"Delgado Alejandro","2024-01-16 11:58:49",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,Restringido,,,
AS,10853,AS-10853,LO,3046,LO-003046,Activo,"Delgado Alejandro","2024-01-16 11:49:50",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,8824,AS-08824,LO,1012,LO-001012,Activo,"Delgado Alejandro","2024-01-16 11:40:31",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,8400,AS-08400,LO,587,LO-000587,Activo,"Delgado Alejandro","2024-01-16 11:38:39",2023-05-25,No,,,,,,,"LU - VI de 08 a 14",,,Restringido,,,
AS,10995,AS-10995,LO,3188,LO-003188,Activo,"Delgado Alejandro","2024-01-16 11:50:25",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,25264,AS-25264,LO,8429,LO-008429,,"Alexandre GOMBA","2024-01-16 11:42:04",2023-12-12,No,"Carretera asfaltada",,,,,,,,,"No Restringido",,,
AS,8557,AS-08557,LO,744,LO-000744,Activo,"Delgado Alejandro","2024-01-10 20:52:11",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,"Llave Abloy",
AS,9294,AS-09294,LO,1483,LO-001483,Activo,"Delgado Alejandro","2024-01-16 11:42:31",2023-05-25,No,,,,,,,,,,Restringido,"ACCESO RESTRINGIDO BAJO PROTOCOLO DE ACCESO DEL CIRCUITO A TRAVÃS DE DNO DE OSP. CONTACTO PABLO FERNANDEZ - 69075358 / 956151118",,
AS,11466,AS-11466,LO,3659,LO-003659,Activo,"Delgado Alejandro","2024-01-16 11:52:39",2023-05-25,No,,Indiferente,Indiferente,,,,"Acceso 24x7x365",,,"No Restringido","llamar a Patricia a 696 14 33 92 porque hay perros","Llave Abloy","llamar a Patricia a 696 14 33 92 porque hay perros"
AS,13400,AS-13400,LO,5601,LO-005601,Activo,"Delgado Alejandro","2024-01-16 12:00:55",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,"Llave Abloy",
AS,15011,AS-15011,LO,7214,LO-007214,Activo,"Delgado Alejandro","2024-01-10 21:08:23",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido","Volviendo de Ademuz direccion a Valencia al entrar a Benimamet, (direccion a una farmacia que hace esquina) despues de pasar la farmacia la 2Âª a la derecha, luego la 1Âª a la derecha. -NSN dic 2009-",Locken,
AS,10605,AS-10605,LO,2798,LO-002798,Activo,"Delgado Alejandro","2024-01-16 11:48:44",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,8870,AS-08870,LO,1058,LO-001058,Activo,"Delgado Alejandro","2024-01-16 11:40:44",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,Restringido,"En caso de urgencias los fines de semana, festivos y horario nocturno, llamar a Lorenzo Farre al 607 825 907 (23-06-15).",,
AS,11237,AS-11237,LO,3430,LO-003430,Activo,"Delgado Alejandro","2024-01-16 11:51:35",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,"Llave Abloy",
AS,13181,AS-13181,LO,5382,LO-005382,Activo,"Delgado Alejandro","2024-01-10 21:03:55",2023-05-25,No,,,,,,,,,,"No Restringido",,,
AS,15258,AS-15258,LO,7462,LO-007462,Activo,"Delgado Alejandro","2024-01-16 12:09:26",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,"Emplazamiento propiedad"
AS,12015,AS-12015,LO,4208,LO-004208,Activo,"Delgado Alejandro","2024-01-16 11:55:12",2023-05-25,No,,,,,,,,,,Restringido,"Horario de porterÃ­a. Avisar cuando haya que ir a Maria que es la administradora 620898383 para que avise al portero  --Portero Sonia 635458997",Locken,
AS,9580,AS-09580,LO,1769,LO-001769,Activo,"Delgado Alejandro","2024-01-16 11:43:50",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,14113,AS-14113,LO,6315,LO-006315,Activo,"Delgado Alejandro","2024-01-16 12:04:10",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,9033,AS-09033,LO,1222,LO-001222,Activo,"Delgado Alejandro","2024-01-16 11:41:27",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,Restringido,"se debe pedir autorizaciÃ³n por la plataforma",,
AS,13419,AS-13419,LO,5620,LO-005620,Activo,"Delgado Alejandro","2024-01-16 12:01:00",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
