"ID del Sitio - prefix","ID del Sitio - number","ID del Sitio","Id Emplazamiento - prefix","Id Emplazamiento - number","Id Emplazamiento","Id EnergÃ­a - prefix","Id EnergÃ­a - number","Id EnergÃ­a","Id LegalizaciÃ³n - prefix","Id LegalizaciÃ³n - number","Id LegalizaciÃ³n",Estado,"Nombre del Sitio","Prioridad del Site","CategorÃ­a Site",Host,Description,"Tipo de Site","Next preventive maintenance visit","O&M subcontractor","O&M manager","Coordenadas - Latitude - WGS 84","Coordenadas - Longitude - WGS 84","Coordenadas - Elevation","Teleporte Site Id","Site Sera4","Site Sera4 Info","Sync To Sera4's Site","Sera4 site id","Site total costs","Tag from location","Griet Site","Responsable GRIET","Zona Totem",Observaciones,"Tipo de Infraestructura","Resultado Previabilidad Fibra","Motivo Previabilidad Desfavorable","Causas Abandono","Fecha de RFI","Fecha InstalaciÃ³n Tenant","Fecha Desmantelamiento","Site ID (client)"
SPA-GU,58,SPA-GU00058,LO,2748,LO-002748,PW,2795,PW-2795,AA,2762,AA-2762,Activo,GU0058,P3,Macro,,,"Nueva Demanda",,,,41.096151,-2.020786,1100.0,,false,,false,,,,false,,RCEN,,TORRE,,,,,,,GU0058
SPA-MX,3891,SPA-MX03891,LO,4758,LO-004758,PW,4797,PW-4797,AA,4765,AA-4765,Activo,MX3891,P3,Macro,,,"Nueva Demanda",,,,40.400755,-3.747526,650.0,,false,,false,,,,false,,RCEN,"ComunicaciÃ³n previa de 3 dÃ­as de trabajos programados a Miguel DÃ­az NÃºÃ±ez 915099137 Ext.2700 Ã³ 670204017 mantenimiento@lagunacuida.org identificando tÃ©cnicos.Trabajos urgentes avisar posteriormente.Trabajos diurnos salvo necesidad de nocturnos(SM Sep.2015",AZOTEA,,,,,,,MX3891
SPA-MX,2047,SPA-MX02047,LO,4609,LO-004609,PW,4648,PW-4648,AA,4616,AA-4616,Activo,MX2047,P3,Macro,,,"Nueva Demanda",,,,40.294939,-4.106519,558.0,,false,,false,,,,false,,RCEN,,TORRE,,,,,,,MX2047
SPA-BU,5209,SPA-BU05209,LO,767,LO-000767,PW,821,PW-0821,AA,785,AA-0785,Activo,BU5209,P1,Macro,,"MUP 334. LAS TURUNTADAS. COVANERA","Nueva Demanda",,,,42.740391,-3.826655,1024.0,,false,,false,,,,false,,RNOR,"2014: MUP 334. SE PAGA POR LIQUIDACIÃN (EL CORCO O LAS TURRUNTADAS)",TORRE,,,,,,,BU5209
SPA-BX,868,SPA-BX00868,LO,1031,LO-001031,PW,1087,PW-1087,AA,1047,AA-1047,Activo,BX0868,P3,DDEE,,,"Nueva Demanda",,,,41.980267,2.361992,0.0,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,BX0868
SPA-ZX,216,SPA-ZX00216,LO,7720,LO-007720,PW,7729,PW-7729,AA,7718,AA-7718,Activo,ZX0216,P3,Macro,,,"Nueva Demanda",,,,41.237099,-2.12359,827.0,,false,,false,,,,false,,REST,,TORRE,,,,,,,ZX0216
SPA-VX,259,SPA-VX00259,LO,7324,LO-007324,PW,7339,PW-7339,AA,7323,AA-7323,Activo,VX0259,P3,Macro,,"IBERDROLA. ST QUART","Nueva Demanda",,,,39.472317,-0.519429,60.0,,false,,false,,,,false,,REST,,TORRE,,,,,,,VX0259
SPA-AX,201,SPA-AX00201,LO,260,LO-000260,PW,324,PW-0324,AA,257,AA-0257,Activo,AX0201,P3,DDEE,,"PPEE CENTRO COMERCIAL","Nueva Demanda",,,,37.989745,-0.686732,0.0,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,AX0201
SPA-VI,8732,SPA-VI08732,LO,7176,LO-007176,PW,7193,PW-7193,AA,7175,AA-7175,Activo,VI8732,P3,Macro,,,"Nueva Demanda",,,,42.513914,-2.613266,483.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,VI8732
SPA-VX,97,SPA-VX00097,LO,7269,LO-007269,PW,7286,PW-7286,AA,7268,AA-7268,Activo,VX0097,P3,Macro,,"BTS VALR0804","Nueva Demanda",,,,39.49903,-0.394088,27.0,,false,,false,,,,false,,REST,"hay que solicitar acceso para acceder azotea",AZOTEA,,,,,,,VX0097
SPA-GC,3154,SPA-GC03154,,,-,,,-,,,-,Viabilidad,GC3154,P3,,,,"Nueva Demanda",,,,,,,,false,,false,,,,false,,RSUR,,AZOTEA,,,,,,,
SPA-CE,5504,SPA-CE05504,LO,1588,LO-001588,PW,1646,PW-1646,AA,1604,AA-1604,Activo,CE5504,P3,Macro,,,"Nueva Demanda",,,,35.888887,-5.300839,64.0,,false,,false,,,,false,,RSUR,,AZOTEA,,,,,,,CE5504
SPA-CA,214,SPA-CA00214,,,-,,,-,,,-,Viabilidad,CA0214,P3,,,,"Nueva Demanda",,,,,,,,false,,false,,,,false,,RSUR,,Fachada,,,,,,,
SPA-HX,9928,SPA-HX09928,LO,3004,LO-003004,PW,3050,PW-3050,AA,3018,AA-3018,Activo,HX9928,P1,Macro,,,"Nueva Demanda",,,,37.224469,-7.185004,25.0,,false,,false,,,,false,,RSUR,"20190820 Contacto Propiedad Jose Antonio Mora 638 19 15 76.  Es un Chalet se accede con Locken por la puerta de atrÃ¡s. Hay que avisar a la propiedad para que se lo comunique a los inquilinos (son distintos en cada visita).",AZOTEA,,,,,,,HX9928
SPA-MX,8010,SPA-MX08010,,,-,,,-,,,-,Viabilidad,MX8010,P3,,,,"Nueva Demanda",,,,,,,,false,,false,,,,false,,RCEN,,Fachada,,,,,,,
SPA-BI,417,SPA-BI00417,LO,516,LO-000516,PW,576,PW-0576,AA,516,AA-0516,Activo,BI0417,P1,Macro,,"MOON HOSTEL BIO","Nueva Demanda",,,,43.272242,-2.946766,22.0,,false,,false,,,,false,,RNOR,,AZOTEA,,,,,,,BI0417
SPA-LU,8404,SPA-LU08404,LO,3661,LO-003661,PW,3705,PW-3705,AA,3673,AA-3673,Activo,LU8404,P3,Macro,,,"Nueva Demanda",,,,43.214024,-7.313338,300.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,LU8404
SPA-TX,7668,SPA-TX07668,LO,6876,LO-006876,PW,6897,PW-6897,AA,6875,AA-6875,Activo,TX7668,P3,Macro,,,"Nueva Demanda",,,,40.73166,0.694947,1.0,,false,,false,,,,false,,REST,,TORRE,,,,,,,TX7668
SPA-AX,5737,SPA-AX05737,,,-,,,-,,,-,Viabilidad,AX5737,P3,,,,"Nueva Demanda",,,,,,,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,AX5737
SPA-OR,9290,SPA-OR09290,LO,5151,LO-005151,PW,5186,PW-5186,AA,5156,AA-5156,Activo,OR9290,P1,Macro,,,"Nueva Demanda",,,,42.444531,-8.274778,680.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,OR9290
SPA-CR,4004,SPA-CR04004,LO,1809,LO-001809,PW,1866,PW-1866,AA,1824,AA-1824,Activo,CR4004,P3,DDEE,,,"Nueva Demanda",,,,38.899774,-3.965077,602.0,,false,,false,,,,false,,RCEN,,TORRE,,,,,,,CR4004
SPA-VA,1130,SPA-VA01130,,,-,,,-,,,-,Viabilidad,VA1130,P3,,,,"Nueva Demanda",,,,,,,,false,,false,,,,false,,RNOR,,Fachada,,,,,,,
SPA-SX,403,SPA-SX00403,,,-,,,-,,,-,Viabilidad,SX0403,P3,,,,"Nueva Demanda",,,,,,,,false,,false,,,,false,,,,,,,,,,,
SPA-CA,4113,SPA-CA04113,LO,1463,LO-001463,PW,1520,PW-1520,AA,1479,AA-1479,Activo,CA4113,P1,Macro,,,"Nueva Demanda",,,,36.518382,-6.27653,10.0,,false,,false,,,,false,,RSUR,"Descontento ante la suciedad que dejamos cada vez que acuden los tÃ©cnicos. Deben dejarla limpia antes de irse. SM act 10/03/15",AZOTEA,,,,,,,CA4113
SPA-BU,4145,SPA-BU04145,LO,658,LO-000658,PW,714,PW-0714,AA,676,AA-0676,Activo,BU4145,P1,Macro,,,"Nueva Demanda",,,,41.567891,-3.712529,905.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,BU4145
SPA-AV,8872,SPA-AV08872,LO,210,LO-000210,PW,274,PW-0274,AA,209,AA-0209,Activo,AV8872,P3,Macro,,,"Nueva Demanda",,,,40.722764,-4.530409,1152.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,AV8872
SPA-CO,6822,SPA-CO06822,LO,1607,LO-001607,PW,1665,PW-1665,AA,1622,AA-1622,Activo,CO6822,P1,Macro,,,"Nueva Demanda",,,,38.317316,-4.743148,712.0,,false,,false,,,,false,,RSUR,,TORRE,,,,,,,CO6822
SPA-SS,5639,SPA-SS05639,LO,6241,LO-006241,PW,6273,PW-6273,AA,6241,AA-6241,Activo,SS5639,P3,Macro,,,"Nueva Demanda",,,,43.224096,-2.402036,96.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,SS5639
SPA-HU,7158,SPA-HU07158,LO,2861,LO-002861,PW,2908,PW-2908,AA,2875,AA-2875,Activo,HU7158,P3,Macro,,,"Nueva Demanda",,,,41.868815,0.418355,369.0,,false,,false,,,,false,,REST,,TORRE,,,,,,,HU7158
SPA-CS,25,SPA-CS00025,LO,1843,LO-001843,PW,1898,PW-1898,AA,1858,AA-1858,Activo,CS0025,P3,Macro,,"BTS VALR8927","Nueva Demanda",,,,40.359893,0.025569,530.0,,false,,false,,,,false,,REST,,TORRE,,,,,,,CS0025
SPA-SE,825,SPA-SE00825,LO,5905,LO-005905,PW,5940,PW-5940,AA,5909,AA-5909,Activo,SE0825,P3,"PeticiÃ³n Cliente",,,"Nueva Demanda",,,,37.393843,-6.011638,0.0,,false,,false,,,,false,,RSUR,,AZOTEA,,,,,,,SE0825
SPA-BX,250,SPA-BX00250,LO,828,LO-000828,PW,882,PW-0882,AA,844,AA-0844,Desmantelado,BX0250,P3,Macro,,,"Nueva Demanda",,,,41.222679,1.725377,0.0,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,BX0250
SPA-SE,996,SPA-SE00996,LO,5914,LO-005914,PW,5948,PW-5948,AA,5917,AA-5917,Activo,SE0996,P3,"PeticiÃ³n Cliente",,,"Nueva Demanda",,,,37.648788,-6.10895,0.0,,false,,false,,,,false,,RSUR,,"LOCAL TECNICO",,,,,,,SE0996
SPA-BX,1394,SPA-BX01394,LO,1149,LO-001149,PW,1204,PW-1204,AA,1165,AA-1165,Activo,BX1394,P3,Macro,,,"Nueva Demanda",,,,41.631565,2.296047,180.0,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,BX1394
SPA-GU,9419,SPA-GU09419,LO,2834,LO-002834,PW,2881,PW-2881,AA,2848,AA-2848,Activo,GU9419,P3,Macro,,,"Nueva Demanda",,,,41.007986,-3.021261,0.0,,false,,false,,,,false,,RCEN,,TORRE,,,,,,,GU9419
SPA-GU,9148,SPA-GU09148,LO,2780,LO-002780,PW,2827,PW-2827,AA,2794,AA-2794,Activo,GU9148,P1,Macro,,"N-320 CERCA DE CUENCA","Nueva Demanda",,,,40.439275,-2.523399,738.0,,false,,false,,,,false,,RCEN,,TORRE,,,,,,,GU9148
SPA-SX,126,SPA-SX00126,LO,6286,LO-006286,PW,6317,PW-6317,AA,6286,AA-6286,Activo,SX0126,P2,Macro,,"ADIF: ESTACIÃN SANTANDER. 324-2010-0188","Nueva Demanda",,,,43.45758,-3.814896,15.0,,false,,false,,,,false,,RNOR,"CENTRO GRIET - Rafael Valero Lerma  Jefatura de Mantenimiento Gerencia del Ãrea de Infraestructura--SubdirecciÃ³n de Red de Ancho MÃ©trico--C/ Castilla s/n (Edificio Anexo) 39002 - Santander (Cantabria)--Tel. 942 20 95 32 - 41 (Ext.495616) Email: rvalero@adif.es",TORRE,,,,,,,SX0126
SPA-SG,9401,SPA-SG09401,LO,6078,LO-006078,PW,6112,PW-6112,AA,6080,AA-6080,Activo,SG9401,P3,Macro,,,"Nueva Demanda",,,,40.747191,-4.292172,1207.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,SG9401
SPA-LU,44,SPA-LU00044,LO,3564,LO-003564,PW,3608,PW-3608,AA,3576,AA-3576,Activo,LU0044,P3,Macro,,,"Nueva Demanda",,,,42.571697,-7.653848,639.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,LU0044
SPA-LU,8084,SPA-LU08084,LO,3647,LO-003647,PW,3691,PW-3691,AA,3659,AA-3659,Activo,LU8084,P3,Macro,,"ADIF: RIBADEO 328-2016-0315","Nueva Demanda",,,,43.535381,-7.055927,38.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,LU8084
SPA-MX,6229,SPA-MX06229,LO,4888,LO-004888,PW,4927,PW-4927,AA,4895,AA-4895,Activo,MX6229,P3,"PeticiÃ³n Cliente",,,"Nueva Demanda",,,,40.445568,-3.734446,639.0,,false,,false,,,,false,,RCEN,"ACCESO A TRAVÃS DE DNO  ''''Vallejo Montoro, Jose Carlos'''' <JCVallejo@presidencia.gob.es>, ''''Ercilla Ventura, Rafael'''' <rercilla@presidencia.gob.es>, ''''Comunicaciones'''' <comunicaciones@presidencia.gob.es>, ''''Calle Albaladejo, JosÃ© Luis'''' <jlcalle@presidencia.gob.es>,",AZOTEA,,,,,,,MX6229
SPA-MX,6131,SPA-MX06131,LO,4858,LO-004858,PW,4897,PW-4897,AA,4865,AA-4865,Activo,MX6131,P3,Macro,,"ECI GOYA, 85 (0003)","Nueva Demanda",,,,40.425091,-3.67705,676.0,,false,,false,,,,false,,RCEN,,AZOTEA,,,,,,,MX6131
SPA-BI,313,SPA-BI00313,LO,498,LO-000498,PW,558,PW-0558,AA,498,AA-0498,Activo,BI0313,P2,,,"ESTADIO SAN MAMÃS BARRIA","Nueva Demanda",,,,43.264144,-2.94938,35.0,,false,,false,,,,false,,RNOR,,CASETA,,,,,,,BI0313
SPA-BU,4981,SPA-BU04981,LO,762,LO-000762,PW,816,PW-0816,AA,780,AA-0780,Activo,BU4981,P3,Macro,,,"Nueva Demanda",,,,41.932695,-3.238683,800.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,BU4981
SPA-SE,274,SPA-SE00274,LO,5820,LO-005820,PW,5854,PW-5854,AA,5824,AA-5824,Activo,SE0274,P1,Macro,,,"Nueva Demanda",,,,37.353776,-5.976835,10.0,,false,,false,,,,false,,RSUR,,AZOTEA,,,,,,,SE0274
SPA-TX,20,SPA-TX00020,LO,6799,LO-006799,PW,6821,PW-6821,AA,6799,AA-6799,Activo,TX0000,P2,Macro,,"G.E. SOPHYE TFNO ANTENCIÃN INCIDENCIAS (24X7): 659 121 802.","Nueva Demanda",,,,41.337722,1.35639,360.0,,false,,false,,,,false,,REST,,TORRE,,,,,,,TX0000
SPA-ZX,1035,SPA-ZX01035,LO,7817,LO-007817,PW,7826,PW-7826,AA,7815,AA-7815,Activo,ZX1035,P3,Macro,,,"Nueva Demanda",,,,41.23068,-1.539924,720.0,,false,,false,,,,false,,REST,,TORRE,,,,,,,ZX1035
SPA-VI,8719,SPA-VI08719,LO,7169,LO-007169,PW,7186,PW-7186,AA,7168,AA-7168,Activo,VI8719,P3,Macro,,,"Nueva Demanda",,,,42.70108,-2.403348,807.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,VI8719
SPA-LU,7335,SPA-LU07335,LO,3573,LO-003573,PW,3617,PW-3617,AA,3585,AA-3585,Activo,LU7335,P3,Macro,,,"Nueva Demanda",,,,42.527728,-7.490107,400.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,LU7335
SPA-VX,42,SPA-VX00042,LO,7231,LO-007231,PW,7248,PW-7248,AA,7230,AA-7230,Desmantelado,VX0042,P3,Macro,,,"Nueva Demanda",,,,39.667082,-0.676137,232.0,,false,,false,,,,false,,REST,,TORRE,,,,,,,VX0042
SPA-OR,9726,SPA-OR09726,LO,5175,LO-005175,PW,5210,PW-5210,AA,5180,AA-5180,Activo,OR9726,P3,Macro,,,"Nueva Demanda",,,,42.015829,-7.569597,788.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,OR9726
SPA-OX,305,SPA-OX00305,LO,5249,LO-005249,PW,5284,PW-5284,AA,5253,AA-5253,Activo,OX0305,P3,Macro,,,"Nueva Demanda",,,,43.556305,-5.919934,6.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,OX0305
SPA-BX,702,SPA-BX00702,LO,999,LO-000999,PW,1055,PW-1055,AA,1015,AA-1015,Activo,BX0702,P3,Macro,,,"Nueva Demanda",,,,41.442718,2.178497,94.0,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,BX0702
SPA-LE,1736,SPA-LE01736,LO,3488,LO-003488,PW,3535,PW-3535,AA,3500,AA-3500,Activo,LE1736,P1,Macro,,,"Nueva Demanda",,,,42.436719,-5.69754,870.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,LE1736
SPA-IB,14,SPA-IB00014,LO,3017,LO-003017,PW,3063,PW-3063,AA,3031,AA-3031,"En Desmantelamiento",IB0014,P3,Macro,,BALR0504,"Nueva Demanda",,,,38.912808,1.226052,19.0,,false,,false,,,,false,,REST,"pdte desmontaje",AZOTEA,,,,,,,IB0014
SPA-TX,7651,SPA-TX07651,LO,6865,LO-006865,PW,6886,PW-6886,AA,6864,AA-6864,Activo,TX7651,P3,Macro,,,"Nueva Demanda",,,,41.07195,0.97788,73.0,,false,,false,,,,false,,REST,,TORRE,,,,,,,TX7651
SPA-GU,54,SPA-GU00054,LO,2745,LO-002745,PW,2792,PW-2792,AA,2759,AA-2759,Activo,GU0054,P3,Macro,,,"Nueva Demanda",,,,40.610429,-2.341755,1140.0,,false,,false,,,,false,,RCEN,,TORRE,,,,,,,GU0054
SPA-TX,7635,SPA-TX07635,LO,6854,LO-006854,PW,6875,PW-6875,AA,6853,AA-6853,Activo,TX7635,P2,Macro,,"JUMPING VDF","Nueva Demanda",,,,41.037726,0.95596,0.0,,false,,false,,,,false,,REST,"VODAFONE JUMPING// RECTIFICADO: NO ES TERCEROS",,,,,,,,TX7635
SPA-LU,8122,SPA-LU08122,LO,3650,LO-003650,PW,3694,PW-3694,AA,3662,AA-3662,Activo,LU8122,P3,Macro,,,"Nueva Demanda",,,,43.097928,-7.466621,489.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,LU8122
SPA-SX,154,SPA-SX00154,LO,6292,LO-006292,PW,6323,PW-6323,AA,6292,AA-6292,Activo,SX0154,P3,Macro,,,"Nueva Demanda",,,,43.451456,-3.829136,5.0,,false,,false,,,,false,,RNOR,"ANTES DE ACCEDER,  AVISAR A LA PROPIEDAD",AZOTEA,,,,,,,SX0154
SPA-PX,8302,SPA-PX08302,LO,5669,LO-005669,PW,5703,PW-5703,AA,5673,AA-5673,Activo,PX8302,P3,Macro,,,"Nueva Demanda",,,,42.242467,-4.745079,840.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,PX8302
SPA-BX,3944,SPA-BX03944,LO,1366,LO-001366,PW,1423,PW-1423,AA,1382,AA-1382,Activo,BX3944,P3,Macro,,,"Nueva Demanda",,,,41.548859,2.127998,184.0,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,BX3944
SPA-BX,1931,SPA-BX01931,LO,1229,LO-001229,PW,1285,PW-1285,AA,1245,AA-1245,Activo,BX1931,P2,Macro,,,"Nueva Demanda",,,,41.513272,2.13357,117.0,,false,,false,,,,false,,REST,,TORRE,,,,,,,BX1931
SPA-BA,104,SPA-BA00104,LO,388,LO-000388,PW,450,PW-0450,AA,385,AA-0385,Activo,BA0104,P3,Macro,,,"Nueva Demanda",,,,38.868074,-6.972418,189.0,,false,,false,,,,false,,RSUR,,AZOTEA,,,,,,,BA0104
SPA-VA,4098,SPA-VA04098,LO,7133,LO-007133,PW,7151,PW-7151,AA,7132,AA-7132,Activo,VA4098,P3,Macro,,,"Nueva Demanda",,,,41.48386,-4.276169,895.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,VA4098
SPA-MX,489,SPA-MX00489,LO,4409,LO-004409,PW,4451,PW-4451,AA,4419,AA-4419,Activo,MX0489,P3,DDEE,,"CENTRO COMERCIAL ALBUFERA  PLAZA","Nueva Demanda",,,,40.392087,-3.65592,686.0,,false,,false,,,,false,,RCEN,"Para solicitar acceso hay que enviar un correo a gerente@albuferaplaza.comSergio Moran Gerente 661 042 175",AZOTEA,,,,,,,MX0489
SPA-MX,3134,SPA-MX03134,,,-,,,-,,,-,Viabilidad,MX3134,P3,,,,"Nueva Demanda",,,,,,,,false,,false,,,,false,,RCEN,,Fachada,,,,,,,
SPA-BX,590,SPA-BX00590,LO,973,LO-000973,PW,1030,PW-1030,AA,989,AA-0989,Activo,BX0590,P1,Macro,,,"Nueva Demanda",,,,41.45145,2.211066,0.0,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,BX0590
SPA-NA,99,SPA-NA00099,LO,5064,LO-005064,PW,5099,PW-5099,AA,5069,AA-5069,Activo,NA0099,P3,Macro,,,"Nueva Demanda",,,,42.77609,-1.368842,540.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,NA0099
SPA-AV,8453,SPA-AV08453,LO,152,LO-000152,PW,217,PW-0217,AA,151,AA-0151,Activo,AV8453,P3,Macro,,,"Nueva Demanda",,,,40.622675,-4.619245,1199.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,AV8453
SPA-GU,9169,SPA-GU09169,LO,2790,LO-002790,PW,2837,PW-2837,AA,2804,AA-2804,Activo,GU9169,P3,Macro,,"N-114 CERCA DE SIGUENZA","Nueva Demanda",,,,41.057557,-2.593261,1141.0,,false,,false,,,,false,,RCEN,,TORRE,,,,,,,GU9169
SPA-MX,2433,SPA-MX02433,,,-,,,-,,,-,Viabilidad,MX2433,P3,,,,"Nueva Demanda",,,,,,,,false,,false,,,,false,,RCEN,,Fachada,,,,,,,
SPA-AV,8908,SPA-AV08908,LO,213,LO-000213,PW,277,PW-0277,AA,212,AA-0212,Activo,AV8908,P3,Macro,,,"Nueva Demanda",,,,40.661619,-5.326049,1076.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,AV8908
SPA-GC,48,SPA-GC00048,LO,2359,LO-002359,PW,2408,PW-2408,AA,2373,AA-2373,Activo,GC0048,P1,Macro,,,"Nueva Demanda",,,,28.102244,-15.412792,2.0,,false,,false,,,,false,,RCEN,,AZOTEA,,,,,,,GC0048
SPA-BX,3139,SPA-BX03139,LO,1355,LO-001355,PW,1412,PW-1412,AA,1371,AA-1371,Activo,BX3139,P3,Macro,,"CTRA. DE TERRASSA, 404","Nueva Demanda",,,,41.54885,2.084097,190.0,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,BX3139
SPA-BX,1607,SPA-BX01607,LO,1191,LO-001191,PW,1246,PW-1246,AA,1207,AA-1207,Activo,BX1607,P2,Macro,,,"Nueva Demanda",,,,41.500284,2.154238,82.0,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,BX1607
SPA-BX,342,SPA-BX00342,LO,864,LO-000864,PW,919,PW-0919,AA,880,AA-0880,Activo,BX0342,P3,Macro,,,"Nueva Demanda",,,,41.395085,2.156894,44.0,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,BX0342
SPA-VX,145,SPA-VX00145,LO,7298,LO-007298,PW,7313,PW-7313,AA,7297,AA-7297,Activo,VX0145,P2,Macro,,"BTS VALR0811","Nueva Demanda",,,,39.322324,-0.700074,321.0,,false,,false,,,,false,,REST,,TORRE,,,,,,,VX0145
SPA-BX,3007,SPA-BX03007,LO,1347,LO-001347,PW,1404,PW-1404,AA,1363,AA-1363,Activo,BX3007,P1,Macro,,,"Nueva Demanda",,,,41.439166,2.200979,16.0,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,BX3007
SPA-MX,8137,SPA-MX08137,,,-,,,-,,,-,Viabilidad,MX8137,P3,,,,"Nueva Demanda",,,,,,,,false,,false,,,,false,,RCEN,,Fachada,,,,,,,
SPA-VI,8704,SPA-VI08704,LO,7160,LO-007160,PW,7177,PW-7177,AA,7159,AA-7159,Activo,VI8704,P3,Macro,,,"Nueva Demanda",,,,42.939609,-2.739639,600.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,VI8704
SPA-BI,741,SPA-BI00741,LO,582,LO-000582,PW,639,PW-0639,AA,582,AA-0582,Activo,BI0741,P3,DDEE,,"CENTRO COMERCIAL MAX CENTER","Nueva Demanda",,,,43.289163,-3.007951,0.0,,false,,false,,,,false,,RNOR,,AZOTEA,,,,,,,BI0741
SPA-GI,8659,SPA-GI08659,LO,2603,LO-002603,PW,2649,PW-2649,AA,2617,AA-2617,Activo,GI8659,P2,Macro,,,"Nueva Demanda",,,,42.093549,3.062621,43.0,,false,,false,,,,false,,REST,,TORRE,,,,,,,GI8659
SPA-NA,47,SPA-NA00047,LO,5035,LO-005035,PW,5070,PW-5070,AA,5040,AA-5040,Activo,NA0047,P3,Macro,,,"Nueva Demanda",,,,42.376527,-1.554588,320.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,NA0047
SPA-MA,2989,SPA-MA02989,LO,3945,LO-003945,PW,3988,PW-3988,AA,3956,AA-3956,Activo,MA2989,P3,DDEE,,,"Nueva Demanda",,,,36.755523,-4.098799,0.0,,false,,false,,,,false,,RSUR,,AZOTEA,,,,,,,MA2989
SPA-PX,7845,SPA-PX07845,LO,5634,LO-005634,PW,5668,PW-5668,AA,5638,AA-5638,Activo,PX7845,P3,Macro,,,"Nueva Demanda",,,,42.122532,-4.487642,791.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,PX7845
SPA-JX,7925,SPA-JX07925,LO,3297,LO-003297,PW,3344,PW-3344,AA,3309,AA-3309,Activo,JX7925,P3,Macro,,,"Nueva Demanda",,,,37.976632,-4.10399,331.0,,false,,false,,,,false,,RSUR,,TORRE,,,,,,,JX7925
SPA-SO,9866,SPA-SO09866,LO,6159,LO-006159,PW,6193,PW-6193,AA,6161,AA-6161,Activo,SO9866,P3,Macro,,,"Nueva Demanda",,,,41.708681,-2.032703,1134.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,SO9866
SPA-SX,4,SPA-SX00004,LO,6266,LO-006266,PW,6298,PW-6298,AA,6266,AA-6266,Activo,SX0004,P1,Macro,,,"Nueva Demanda",,,,43.375472,-4.111917,154.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,SX0004
SPA-VX,4387,SPA-VX04387,,,-,,,-,,,-,Viabilidad,VX4387,P3,,,,"Nueva Demanda",,,,,,,,false,,false,,,,false,,REST,,Fachada,,,,,,,
SPA-AX,5453,SPA-AX05453,LO,307,LO-000307,PW,371,PW-0371,AA,304,AA-0304,Activo,AX5453,P1,Macro,,,"Nueva Demanda",,,,38.39954,-0.520727,112.0,,false,,false,,,,false,,REST,"OJO!! LA PROPIEDAD reclama que cada vez que van los tÃ©cnicos dejan toda la terraza sucia y con material, el cual va al sumidero y se tapona (cables, material y basura)",AZOTEA,,,,,,,AX5453
SPA-ZX,47,SPA-ZX00047,LO,7695,LO-007695,PW,7705,PW-7705,AA,7693,AA-7693,Activo,ZX0047,P3,Macro,,,"Nueva Demanda",,,,41.658389,-0.930007,208.0,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,ZX0047
SPA-LE,1541,SPA-LE01541,LO,3445,LO-003445,PW,3492,PW-3492,AA,3457,AA-3457,Activo,LE1541,P3,Macro,,"MUP 156 (489)","Nueva Demanda",,,,42.919198,-5.894981,1204.0,,false,,false,,,,false,,RNOR,"2014: MUP 156 (LE-O-26/00).--VTO:31/08/2025",TORRE,,,,,,,LE1541
